[XP-T-004#P001] 职业规划
[XP-T-004#P346] 时间做交易，这个钱到这儿为止是跟你的知识做交易，知识被复用的空间就更大了，这个是跟你的投资做交易，资产做交易。跟你的说白了，钱生钱的做交易，你可以躺赚的，所以经常我们会说一件事儿，叫什么呢？叫无财做利。这是呃司马迁在史记智慧治理，说的对吧？无才助力嗯，你没有钱，
[XP-T-004#P347] 什么都没有，你就下死力气，其实就是拿时间换钱。少有斗志，唉，稍微有点钱了，你需要靠知识去挣钱了，对吧？不要再自己在那卖傻力气了，然后计饶争食，如果已经有钱了，你要考虑的一件事情是去争这个时机和这个机会。既要忠实，你是在拿钱买机会了，对吧？
[XP-T-004#P348] 那么其实就是投资要不断的向上进行变化，前面这个无才做力赚的钱，本质上是要赚什么？赚自己的能力不是看钱。因为能力才能跟下一个阶段去做知识变现，或者叫能力变现，然后能力变现呢？你拿到了钱，你在这做钱投钱。钱生钱，所以一定要注意这个钱的基本运行逻辑啊，你就能知道怎么样去产生这种收益的变化了，而且到未来人生的这个收益是属于指数层面的，这种上升啊，有复利效应，
[XP-T-004#P349] 采用的都是这样的一个模式才能进行。进行拉动的，而在当中真正做出的一个变化在哪里呢？就是现在看来这个端口被拉开的非常大，就是管理工资到知识工资到股权工资这个端口，因为现在并不需要所有的人在公司里面，要么当一线员工。要么做高级管理者，还有很多，就是我们刚才讲的自雇佣的人在平台上代表粉丝，这个聚焦需求，把需求给聚合在一起，交给这个厂商，这种新的形态存在。所以自雇佣啊，
[XP-T-004#P350] 已经不再是趋势，而是事实了，所以大家在想自己职场的时候，记住你职场的，比如说第一年到第五年玩的就是能力。别的不重要，然后第五年到第十年，你应该玩儿的是知识了，要么自己哎去教别人知识，要么自己单练啊，要么自己做高级管理岗位，未来再有个10到15年。你一定是要有一定的投资收益了，这样的话，你的优势才可以真正的转化为收益，
[XP-T-004#P351] 而不是每天看着工资条儿，看着这个绩效考核表啊，想挣了多少钱？这钱呢？挣完了以后啊，又在想不够，你觉得跳槽只要别人多开了一点儿钱，你就跳过去了，结果最后跳到坑里了，明白这样一件事情。怎么将自己的优势转化成收益？我相信，为大家未来的财富积累，肯定会有巨大的帮助啊！这就是第五讲。
[XP-T-004#P352] 那么第六讲呢？我们会谈到的话题叫优势的迁移，就你已经能够在。一定范围之内，把你的优势识别出来了，并且呢，试炼出来了，匹配好了，强化好了，收益好了，我怎么去做二次的迁移，在别的事儿上再来一遍的过程？

[XP-T-004#P354] 嗨，朋友们大家好，我们今天接着来看第六讲啊，优势的迁移，之前我们上一讲谈的是这个优势的收益啊，我们能做到一开始我们拿时间换钱。再来拿我们的经验和知识换钱，最后拿钱换钱是吧？那么假如说这些闭环你都跑起来了，我们能不能够更好的进一步去寻找职业上的机会呢？把优势再一步的放大呢？哎，当然可以，有一个东西叫做优势的迁移，真正的高手。这一步啊，
[XP-T-004#P355] 会做的特别的巧妙，前面其实我们在讲就是你要用力的思考，你要努力的工作，到第六个这个层次啊，就是优势的迁移这个层次。它实际有巧劲儿在这里了，如果你的迁移动作做的很好的话，就像我们说的，你的职场发展路径，它是一个指数型的啊，它的拐点一旦出现以后拉起来，速度和效率会特别快。那怎么做到呢？我们来看第一个还是看霍兰德模型啊，我记我觉得这一次假如说所有的课你听下来，
[XP-T-004#P356] 应该对于这个霍兰德模型去区分人会有一个。比较清晰的认知了，而且未来假如说你自己带团队，你做人力的招聘啊，你都可以利用这个霍兰德模型把人放进去，一定注意霍兰德模型说的叫相邻类型，可以转换相对类型难转换。对吧，他擅长的这个事儿和他的这个现在的岗位，如果是个相对的，那你真的为难死他了，你再怎么让他去弄，他都不会有太好的这个绩效结果是吧，那我们在迁移这个事儿嘛，我们照样可以利用霍兰德来去看这个问题，
[XP-T-004#P357] 一般我们来说呢就是。中间这四个就是实际性研究型，企业型和社会型，它是相对来讲转换的过程当中会比较正向什么意思呢？就是你完全是这种传统型，就是我就干活脑子不用想大概率，他在职场上不会有特别好的发展，一般就是基层的这个流水线上的啊，或者说具体工作的一个执行者而已，有没有这样的人，实际很多人在职场内都是这样的，他自己的情绪内。内耗可能会非常严重，对吧？甚至呢？
[XP-T-004#P358] 就是公主的心，丫环的命啊，那他在真正迁移的时候是前面的讲，我就说哎，要么你往实际性上凑一凑。要往你往这个呃企业型上去转一转对吧？那么还有这一类就是艺术型，这一类艺术型这一类啊，它超脱人事之间了啊，它会做的很好。你会发现艺术家他的生存模式，他的变现模式跟我们一般人都不一样，他做他自己就够了，这个社会会供养他的。所有的这其他的五个个性的人，
[XP-T-004#P359] 到最后的时候都会供养伟大的艺术家啊，所以他做自己就行啊，而我们绝大多数人呢，都是实际型，研究型，企业型和社会型的人。那我们在进行优势迁移的时候，大家记住这一点，一般来说是这四个形态当中的来回迁移，什么意思呢？比如你是实际型的诶，你可以尝试往研究型上去转，它容易转第二个，你是研究型的诶，你可以尝试的往实。
[XP-T-004#P360] 实际型上去转，我们不太建议你是实际型的，往传统型上转对吧？你本来又能够在事儿上多想一想，又可以采取具体的行动，你为什么就一定要？就放空自己，只做行动呢啊，这不是我们的一个选择，以后我们会去谈在什么情况下，我们往传统型或者艺术型上转，那是另外一个话题了，对吧？但是呢，对于我们还想在职场上继续拼搏，
[XP-T-004#P361] 完成优势迁移的。一般是实际型和研究型相互的一个转换，企业型和社会型一个相互的转换，你完全可以把你之前工作当中的优势复用到另外一个工作范围之内，比如说举一个例子。你会发现很多理工科的教授，你让他自己去动手做点什么，发明小创造不难的啊，他是能够动手的啊，如果他愿意动手的话，对吧？反过来呢，你让一个企业家去做这个慈善事业，他会做的很好，而做慈善事业的人，
[XP-T-004#P362] 他稍微的强调一下，比如说我这个具体行动该怎么去落地，他做企业也没有什么太大的问题。所以呢，根据霍兰德模型，如果你是比如说做过测试，或者你自己感觉你是哪一类之后，你在原来的这个，比如说夏老师研究型这个闭环上做的已经非常好了。你可以尝试着去做一个具体的呃，其他的这个形式的一个转换啊，向相邻区域进行转换，这样就OK了你，比如说肖老师典型企业型等他未来企业做的很好了。唉，
[XP-T-004#P363] 他当然可以去开一个类似像这个云鹏会客厅的这个主理人，对不对？唉，带着大家一起就热热闹闹的吃吃饭，交交朋友就行了，他未必说一定非得把这一堆人弄出点儿什么事儿来，所以呢？完全可以利用就近相邻区域进行自己这个新能力的一次开拓，把这个优势迁移过去，好，这是第一种情况，就是我们利用霍兰德模型给我们指一条路。那么，第二种情况呢？叫最优闭环的多场景运用，
